2.620529949536180014e-01,1.908939311380807025e-01,2.122779857138865078e-01,2.620529949536180014e-01,2.620529949536180014e-01,1.919425602465019837e-02,3.279673260005682572e-02,1.674544134569413423e-01,2.620529949536180014e-01,2.620529949536180014e-01,1.625696043693879711e-01,1.015165466089404389e-01,2.620529949536180014e-01,2.023883997443194915e-01,6.902743471751128512e-02,9.256143975838852789e-02,7.239263933058374956e-02,1.510686942893932627e-01,7.617300251231917674e-02,7.975467911867520354e-02,1.676526221965989327e-01,5.965877656390605049e-02,1.778772889146491565e-01,7.872607256812824694e-02,3.253508651408892893e-02,6.583884315173550716e-02,3.638351336071367348e-02,1.966758798961044663e-01,4.299166490432902721e-02,9.050914153900435632e-02,7.864158873025414720e-02,2.434581442162347953e-01,2.489220281419976533e-01,1.980101337558047014e-01,2.103208947106522120e-01,9.961727993370020351e-02
2.207610588008207808e-01,1.746375418708665250e-01,8.042652772994503263e-02,8.570343709953699707e-02,1.877462947747417232e-01,1.299282262257038245e-01,1.045130932114234218e-01,2.311029456967649554e-01,2.239432325869208373e-01,1.702740346452390197e-01,2.311029456967649554e-01,1.871067439208886907e-01,2.311029456967649554e-01,1.903653474873543139e-01,2.108158950235425044e-01,9.354361575052291822e-02,9.159919943159397504e-02,2.026266428631565975e-01,1.477033191111675747e-01,6.342029045488538352e-02,1.328385754362439858e-02,1.182146187037698970e-01,2.311029456967649554e-01,1.042185293035693128e-01,2.311029456967649554e-01,2.278914860655832098e-01,1.269413386279328593e-01,6.868669257047139987e-02,1.057360948712869481e-01,1.158821408516417517e-01,1.011565593868785362e-01,9.374199447331768575e-02,2.037905992042579051e-01,1.917463555688811716e-01,2.311029456967649554e-01,1.577056653233513683e-01
2.043951925606145303e-01,1.504487254352035730e-01,2.675843089513436079e-01,2.586646272678889691e-01,2.675843089513436079e-01,1.174854436129547514e-01,3.232831650941046103e-02,6.974635936177628337e-02,1.763842383654901091e-01,1.793579509967228036e-01,1.792050842577586900e-01,1.041254334899136547e-01,9.099918016244364083e-02,2.436437426057608546e-01,2.675843089513436079e-01,1.266463062329882816e-01,7.113148231145256795e-02,1.071708798192319845e-01,3.317381287733761619e-02,1.260605244925568080e-01,8.651776197981593530e-02,1.358313013396877378e-01,2.372168204790593427e-01,3.032668319863398437e-02,2.524683861114688788e-01,2.675843089513436079e-01,1.568449841321384597e-01,5.822540236613558962e-02,1.811391797939660986e-01,2.675843089513436079e-01,1.107748936505804777e-01,6.254277653331294373e-02,1.579545095799907706e-01,7.633378148943249786e-02,9.204381103048449309e-02,6.636221666385293261e-02
2.689678890047340620e-01,2.689678890047340620e-01,2.689678890047340620e-01,1.691800182807638164e-01,2.689678890047340620e-01,1.859056862158066648e-01,4.124307091810731213e-02,9.830429512324117061e-03,4.689693082241488259e-02,1.336525460678905375e-01,3.697470081221062872e-03,2.181580505997776295e-02,6.307889363075322442e-02,2.689678890047340620e-01,1.606903535005364536e-01,1.994174262543981502e-01,2.446235490010180980e-01,1.832902002254253315e-01,1.339542888571869372e-01,3.228088053246500055e-02,4.775014285335238418e-02,1.794982429785031003e-02,7.412251344408338216e-02,1.955002986345794058e-02,1.153048016420446520e-01,2.689678890047340620e-01,2.419186994795284318e-01,2.689678890047340620e-01,2.689678890047340620e-01,1.082854413021644979e-01,3.370218236875525269e-02,2.515838586511515151e-02,3.789013372586904835e-03,1.378674027852270362e-02,1.332016362018588473e-01,2.049104844564348660e-01
1.316365309269069417e-01,6.929552870875102522e-02,1.982671819092397814e-01,1.333522991339506913e-01,7.915401474545316618e-02,8.234800246773943400e-02,9.231248965563802755e-02,1.341115764137565947e-01,1.563345321502596641e-01,2.249387915093748747e-01,1.024119093238034239e-01,1.048230974502102064e-01,1.083054337984617477e-01,1.563233523749892329e-01,1.288464534983849719e-01,1.832963258958568986e-01,8.523383148461365078e-02,2.249387915093748747e-01,1.944083506945627204e-01,1.000631832392001874e-01,1.264845063390205304e-01,1.168706575573303652e-01,1.367309598620712885e-01,2.207700023898580832e-01,2.249387915093748747e-01,2.249387915093748747e-01,2.249387915093748747e-01,2.133917813652859152e-01,2.123533197745283985e-01,1.156373595286745021e-01,2.249387915093748747e-01,2.249387915093748747e-01,2.249387915093748747e-01,2.249387915093748747e-01,1.578626127741619700e-01,1.117004593748209956e-01
2.281650235669410443e-01,9.246858511147185156e-02,2.281650235669410443e-01,2.281650235669410443e-01,2.281650235669410443e-01,7.257920827093188032e-02,2.116730487696995289e-02,1.549781357385181801e-01,2.281650235669410443e-01,9.995096759019712895e-02,9.210632647886989044e-02,1.405521747894526163e-01,9.999144996965260435e-02,1.888188401394304827e-01,1.037814228855394733e-01,1.324911880568925560e-01,2.071756665094704741e-01,1.336440036215657268e-01,1.554061157087847367e-01,7.800014995165434339e-02,1.921405235128767486e-01,1.752314219759537883e-01,1.424674069846838254e-01,1.868054352181057198e-01,1.761387693449128489e-01,2.281650235669410443e-01,1.260250761051489587e-01,1.882781170607095989e-01,2.281650235669410443e-01,2.281650235669410443e-01,8.769878581474532808e-02,3.281025912929318861e-02,1.111622947291035501e-01,2.281650235669410443e-01,2.030382236262241458e-01,1.497938081541164979e-01
1.885794771471203946e-01,2.150608749574427214e-01,2.150608749574427214e-01,1.019019822823232918e-01,1.467584692993771089e-01,7.032254597081746827e-02,2.202092806607083147e-02,1.407379723675125649e-01,8.781572957267325119e-02,2.045458021518347380e-01,1.621600184398641897e-01,1.829685175422477439e-01,1.053905805525856970e-01,9.325717997791331537e-02,1.352193548760921571e-01,1.131949156672266837e-01,2.150608749574427214e-01,1.566480867887671546e-01,2.150608749574427214e-01,1.779101033432973766e-01,2.150608749574427214e-01,1.731499357605127964e-01,1.279261151106180494e-01,1.008996445462380792e-01,1.185939632027183943e-01,1.409304621245852374e-01,1.660129896246278491e-01,1.876296787037537162e-01,2.150608749574427214e-01,6.439902063926354614e-02,1.862533430270011947e-01,2.149413041261138413e-01,2.150608749574427214e-01,1.906477596154754761e-01,2.150608749574427214e-01,2.150608749574427214e-01
7.331629889303795111e-02,2.891826450953906280e-02,2.499004974440883486e-01,2.499004974440883486e-01,1.147601490133010466e-01,5.841200489481167268e-02,6.190540460122141014e-02,2.723423491213978684e-02,2.835962310257601759e-02,1.840880697231348784e-01,1.166448481724282754e-01,5.640810282131505926e-02,2.499004974440883486e-01,2.499004974440883486e-01,2.499004974440883486e-01,2.499004974440883486e-01,2.499004974440883486e-01,3.897273516970801988e-02,1.008951762884641029e-01,1.672070067506688240e-01,1.310425502822852861e-01,2.499004974440883486e-01,2.167848306018015370e-01,2.499004974440883486e-01,2.482886721509146855e-01,1.652224545066443562e-01,1.568207046701585172e-01,8.006716391417589840e-02,4.043166194613060510e-02,5.317251148148956219e-02,9.665426643248760386e-02,1.511459923623464652e-01,1.715735440860664540e-01,1.840622309072658391e-01,1.462912232219316377e-01,1.181486063485510524e-01
2.702236549641221508e-01,2.994511908291072055e-01,2.994511908291072055e-01,6.227975267004986354e-02,3.147391900870957770e-02,1.556532601902102797e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.546137932425602560e-02,1.693315491245884694e-02,3.112268716618782002e-02,1.154324744073702419e-01,2.363263424994807849e-01,2.994511908291072055e-01,2.994511908291072055e-01,1.079858988098544303e-01,7.273547711350374090e-02,5.383264421887976742e-02,2.994511908291072055e-01,3.248718448332657549e-02,2.430155033752453772e-02,1.238917567793009107e-02,6.731604468577054301e-03,2.039028080672248069e-02,3.363635247674914841e-02,2.994511908291072055e-01,2.994511908291072055e-01,0.000000000000000000e+00,1.048678060352402179e-02,2.172901134047151850e-02,2.370450711483540751e-01,2.994511908291072055e-01,1.584522333301849328e-01,6.586319833035227111e-02,1.913649489506771481e-02,4.410805600706018195e-03
1.091365883793344732e-01,1.133863402352662253e-01,1.100876008117365051e-01,1.027175048435908511e-01,2.978336812486263030e-01,1.609899681004812455e-01,1.316731813946918905e-01,6.918393507622726257e-02,1.075237064497935602e-01,1.708426027014061654e-01,8.832071570581198627e-02,1.642623611037215270e-01,2.009565815316393944e-01,2.754118650477904162e-01,1.610177793463104245e-01,1.319410332610632675e-01,1.037554120896394538e-01,2.018305168880822620e-01,3.949629201605366069e-02,0.000000000000000000e+00,4.740008184003876440e-02,2.970744136964322268e-01,2.978336812486263030e-01,1.773272559161943318e-01,1.603564003953988071e-01,2.978336812486263030e-01,1.464976110192320602e-01,1.270910912829293325e-02,2.494258599725700937e-02,4.541540674908237790e-02,1.009150881154899926e-01,2.978336812486263030e-01,2.485432582994455408e-01,6.099573745070051289e-02,1.153132330685358725e-01,2.442418083216735605e-02
1.553990092987379557e-01,9.825231279374499471e-02,1.353524898578383762e-01,1.653733235298830706e-01,1.911697598937191211e-01,2.123936365933145887e-01,2.123936365933145887e-01,1.662483408468526380e-01,7.463286895382392760e-02,2.123936365933145887e-01,2.057593833337258704e-01,2.123936365933145887e-01,1.167460984536714957e-01,6.473965634634346045e-02,1.588793847866325493e-01,1.261111428496651254e-01,1.396538247925894760e-01,8.527716439453206232e-02,1.949027462675284594e-01,1.495065829084557540e-01,1.863487106989338837e-01,1.490796027907372590e-01,2.123936365933145887e-01,1.162708026326899347e-01,2.123936365933145887e-01,2.123936365933145887e-01,1.225456425166870783e-01,1.559793015667277072e-01,1.050887143679295893e-01,1.924431576328704263e-01,1.220237277101310636e-01,2.123936365933145887e-01,2.123936365933145887e-01,2.096019821157660556e-01,9.434714291615867165e-02,1.753204310040305247e-01
2.003060225265901884e-01,2.241985217092123672e-01,2.699919357999213676e-01,6.365136243433017205e-02,7.529160374577870130e-02,2.517497972499163628e-02,7.273345964698978150e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.036757710689739653e-01,4.259240626589708839e-02,8.630265188800197163e-02,2.578415302841222112e-01,2.831132498609275072e-01,1.273335537425093478e-01,2.831132498609275072e-01,2.831132498609275072e-01,9.775262124366379535e-02,1.601235122562600643e-01,2.249522590166501412e-02,1.311595566195281233e-02,1.467544390249232982e-03,1.555273241115172171e-02,1.302845830583839945e-02,2.044398232947204908e-01,2.831132498609275072e-01,2.831132498609275072e-01,2.831132498609275072e-01,2.831132498609275072e-01,1.142303433443149913e-01,6.671590859048302791e-02,2.201426223833872209e-01,2.031628121945667359e-02,9.878902871493226712e-02,2.389086963030094893e-02,5.006056985992991815e-02
3.855951060830908189e-02,1.795599547448057942e-01,2.811722073604605576e-01,1.655021282941490646e-01,2.604072733253665062e-01,3.555676476403677594e-02,2.090017395786411200e-02,3.425873778334720399e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.160266173972309522e-02,1.450320963036190458e-01,2.811722073604605576e-01,2.811722073604605576e-01,1.670762399267356479e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.811722073604605576e-01,6.655480089238700880e-02,0.000000000000000000e+00,3.021457337173188290e-02,2.836012253357073076e-02,2.811722073604605576e-01,2.811722073604605576e-01,9.821402102435594639e-02,2.041487266627041441e-01,0.000000000000000000e+00,3.543268826073100574e-03,2.811722073604605576e-01,2.811722073604605576e-01,2.811722073604605576e-01,2.070369022339043630e-01,2.485741415203116325e-02,1.007360230510284844e-02,0.000000000000000000e+00
4.110849222458529822e-02,2.672580422424944424e-01,2.672580422424944424e-01,2.672580422424944424e-01,2.356112866095565750e-01,1.618330659129062210e-02,6.997944718441299373e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.308021908710624626e-01,7.841707974380263124e-02,4.467449101936054462e-02,4.979941291527580083e-02,2.672580422424944424e-01,2.622779019139745982e-01,2.672580422424944424e-01,5.487894256006459887e-02,9.705350231955488238e-02,2.672580422424944424e-01,2.234488166550288313e-01,6.624708888359597675e-03,9.177156785248264531e-03,6.757075901860530587e-02,8.318208396430326612e-02,4.365970423970805259e-02,2.672580422424944424e-01,2.672580422424944424e-01,2.672580422424944424e-01,1.139357139461908697e-01,3.219122543980122708e-02,5.685277359006565140e-02,3.733714064967118967e-02,1.393126319674406824e-02,9.908721154317999547e-02,1.366995221018350304e-01,2.091353120894432760e-01
2.660328485162520296e-01,3.005370604745278840e-01,3.005370604745278840e-01,1.833812751843467703e-01,2.485051115898826435e-01,7.012890829587437036e-02,2.851090339151106032e-02,2.128969240720614275e-02,1.369942411533078830e-02,4.585125973144812961e-02,2.462294820927062033e-02,1.373923567671601724e-02,4.231610736036972575e-02,3.005370604745278840e-01,3.005370604745278840e-01,2.035626569220226334e-01,8.990124082924423610e-02,3.883605655689668229e-02,1.461932730005182646e-01,2.167596059641370768e-02,1.374380991327073774e-02,8.350237930484338822e-03,6.687879114279184078e-02,8.896006658339179751e-03,1.281665015562680893e-02,3.005370604745278840e-01,3.005370604745278840e-01,3.005370604745278840e-01,3.005370604745278840e-01,2.146964682443664590e-02,9.454866922132027993e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.995864123889964578e-02,1.463178138092001701e-01
5.357189124065272340e-02,1.668557772097039316e-01,2.944227568886482738e-01,2.341995871011518238e-01,2.963473373068326033e-01,1.853417426849754135e-01,2.591320461203284672e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.039337197751182662e-02,0.000000000000000000e+00,7.913949995969701834e-02,1.427132438722656937e-01,2.963473373068326033e-01,2.963473373068326033e-01,2.779033040959963397e-01,2.963473373068326033e-01,2.963473373068326033e-01,1.025734328475742391e-01,2.605594475029143764e-02,3.605648298936198204e-03,1.508686485189138053e-02,3.580543237318265654e-02,1.978274887965356804e-02,2.565090862913690581e-02,8.810991657208937233e-02,1.014491324103870551e-01,2.963473373068326033e-01,7.158848910152224021e-02,2.427596038583591451e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.843905324587285371e-02,1.725530379744305010e-01,2.963473373068326033e-01
1.159824189483511236e-01,2.213368848115821463e-01,2.914906057427915087e-01,1.289508680391049933e-01,2.914906057427915087e-01,8.403792297083231833e-02,5.633167200535017793e-02,2.981511120091251410e-02,8.210337294418654230e-02,2.914906057427915087e-01,1.356273086660190752e-01,2.532426477734880388e-01,2.182891970308012408e-01,2.914906057427915087e-01,2.080987827043810356e-01,8.958858640402121709e-02,2.144742044863992558e-01,6.371863884520385934e-02,6.194511946880473102e-02,3.686119433357219061e-02,9.650679850275283023e-03,3.746864102847390771e-02,1.224611210129863681e-01,1.820381553495015459e-01,2.426711648181016923e-01,2.914906057427915087e-01,9.980589154551763875e-02,1.839961104525889360e-02,4.312073130896238587e-02,5.854896257129681841e-02,2.524251809614019293e-01,2.195329830622089751e-01,6.869877589862873057e-02,1.607543661798157761e-02,2.163130392725399684e-02,0.000000000000000000e+00
6.560729537475738782e-02,1.871260391043850779e-01,3.087811539403758077e-01,3.087811539403758077e-01,3.087811539403758077e-01,6.983104197245711478e-03,3.024584119455869108e-02,6.242729854584728316e-02,1.626418368233673722e-02,1.223581552054154725e-01,5.415880981443923353e-02,8.681022198539616042e-02,1.628283789818283089e-01,3.087811539403758077e-01,3.087811539403758077e-01,2.496827507951222824e-01,7.969558020270816126e-03,2.571978620795534881e-02,3.487616817499623878e-02,1.934640309329977922e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.351919866350386246e-01,2.398120485313374323e-02,5.353496178353189805e-02,3.087811539403758077e-01,1.336978109416604443e-01,1.457682476516421743e-01,4.671600923759654939e-02,7.243135056445880460e-02,3.567428012780241714e-02,1.548522292161845781e-01,2.095483181852941523e-01,2.255268352065568083e-01,1.765389568829610345e-01,1.018296745209971710e-01
5.698739589350577950e-02,1.187079667353188421e-02,3.001645258372746539e-01,1.564477668556604750e-01,2.637476488907117278e-01,8.247035122594949599e-03,4.313402307886552572e-02,1.287144312121791812e-01,9.685305486553857923e-02,3.001645258372746539e-01,3.001645258372746539e-01,1.100991890478123236e-01,1.231561643864595434e-01,3.001645258372746539e-01,2.384910885012004045e-01,1.093798229609619366e-01,5.925741510325292782e-02,5.569546931226189435e-02,4.571530475884088424e-02,0.000000000000000000e+00,2.118597978268291562e-02,1.339621804617444588e-02,1.692196763948748961e-01,1.803926154906395074e-01,3.001645258372746539e-01,3.001645258372746539e-01,4.164017857728451871e-02,3.050752030462270878e-02,1.739657947996140624e-02,1.456496545244265195e-01,2.752722173236772374e-01,2.241292947511993872e-01,1.252191915459407168e-01,3.951217354563796996e-02,5.776025422508567798e-03,0.000000000000000000e+00
1.817905312879503632e-01,2.221483758320932089e-01,2.481008245273966240e-01,1.393994844592922888e-01,1.201886236681700554e-01,1.742296688748946332e-01,3.418498363196065953e-02,3.743859748043855407e-02,5.360761024842489175e-02,4.918940135179599576e-02,2.900710973230186118e-02,4.331512253192484202e-02,1.331947024900168031e-01,2.481008245273966240e-01,2.481008245273966240e-01,2.481008245273966240e-01,9.442330582055909194e-02,7.179611977833720571e-02,2.481008245273966240e-01,3.450718625359965736e-02,9.513362684757463439e-03,7.817741226580765534e-02,1.567278510683276227e-01,8.061611200290927717e-03,2.637227712296101936e-02,1.043192663870295828e-01,2.481008245273966240e-01,2.481008245273966240e-01,8.000523644613646845e-02,2.359160441627026483e-01,2.480004660749619561e-01,2.481008245273966240e-01,2.481008245273966240e-01,8.615410245705483472e-02,1.444040884978258499e-01,2.481008245273966240e-01
